Код,Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
ZILUP,03.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,06.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,07.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,09.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,10.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,13.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,14.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,15.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,16.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,17.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,20.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,21.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,22.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,23.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,24.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,27.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,28.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,29.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,30.12.2021,"560,00",,,"560,00","0,00",,,
ZILUP,03.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,31.01.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.02.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,31.03.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.04.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,31.05.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.06.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.07.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,31.08.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.09.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,31.10.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,04.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,08.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,10.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,11.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,17.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,18.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,24.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,25.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,30.11.2022,"560,00",,,"560,00","0,00",,,
ZILUP,01.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,02.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,05.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,06.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,07.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,09.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,12.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,13.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,14.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,15.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,16.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,19.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,20.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,21.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,22.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,23.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,26.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,27.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,28.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,29.12.2022,"560,00",,,"560,00","0,00",,,
ZILUP,03.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,18.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,25.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,26.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,30.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,31.01.2023,"560,00",,,"560,00","0,00",,,
ZILUP,01.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,02.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,08.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,14.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,15.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,21.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,22.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,28.02.2023,"560,00",,,"560,00","0,00",,,
ZILUP,01.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,02.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,08.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,14.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,15.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,21.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,22.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,28.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,29.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,30.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,31.03.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,18.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,19.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,25.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,26.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,28.04.2023,"560,00",,,"560,00","0,00",,,
ZILUP,02.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,08.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,15.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,18.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,19.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,22.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,25.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,26.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,29.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,30.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,31.05.2023,"560,00",,,"560,00","0,00",,,
ZILUP,01.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,08.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,14.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,15.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,19.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,21.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,22.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,26.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,28.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,29.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,30.06.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,13.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,14.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,18.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,19.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,20.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,21.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,25.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,26.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,27.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,28.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,31.07.2023,"560,00",,,"560,00","0,00",,,
ZILUP,01.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,03.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,08.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,09.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,10.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,14.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,15.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,16.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,17.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,18.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,21.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,22.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,23.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,24.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,25.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,29.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,30.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,31.08.2023,"560,00",,,"560,00","0,00",,,
ZILUP,01.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,04.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,05.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,06.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,07.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,11.09.2023,"560,00",,,"560,00","0,00",,,
ZILUP,12.09.2023,"560,00",,,"560,00","0,00",,,
